repository,notebook_path_or_name,error_type,error_message,python_version,repository_id
Team-Schwessinger/DK_0911-1,scripts/protein_annotation/DK0911_v04_runMEROPS_CAN_BUSCO_SWISS_h_ctg.ipynb,ImportError,ImportError,3.5.3,432
TrinhLab/ModCell2,problems/ecoli-gem/analysis/result_analysis.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.3,651
TrinhLab/ModCell2,problems/ecoli-gem/mip/flux_analysis/Untitled.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.3,651
TrinhLab/ModCell2,problems/ecoli-gem/mip/measurement_comparison/distrb_analysis.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,651
TrinhLab/ModCell2,problems/ecoli-gem/mip/measurement_comparison/range_analysis.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,651
TrinhLab/ModCell2,problems/ecoli-gem/mip/sampling/plots.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.4,651
TrofimovAssya/FactorizedEmbeddings,toy_model_demo.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.6,703
adauvin/Back-prediction,Cohort selection/CohortSelection-NonBL.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.8,943
adauvin/Back-prediction,Creatinine_preprocessing/Cr_code/4_1_MissingDataImputatio_KNN.ipynb,ImportError,ImportError,3.5.6,943
adauvin/Back-prediction,Creatinine_preprocessing/Cr_code/4_1_MissingDataImputation.ipynb,ImportError,ImportError,3.5.6,943
adauvin/Back-prediction,Final_Code/6-1_AUC_analysis/6-1-AUC_Analysis_of_bootstrapping_generic.ipynb,ImportError,ImportError,3.5.6,943
adauvin/Back-prediction,Hemoglobin_preprocessing/Hb_code/4_1_MissingDataImputatio_KNN.ipynb,ImportError,ImportError,3.5.6,943
adauvin/Back-prediction,Hemoglobin_preprocessing/Hb_code/4_1_MissingDataImputation.ipynb,ImportError,ImportError,3.5.6,943
aiqm/aimnet,examples/geometry_optimization.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.8,1134
alejoe91/MEArec,notebooks/generate_recordings_with_allen_models.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.7,67
anki-xyz/bagls,Test U-Net on videos.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.8,408
ankitrohatgi/WebPlotDigitizer,research/extract_heatmaps.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.3,179
arvidl/inattention-populationsample,wordcloud-manuscript/brain_wordcload.ipynb,ImportError,ImportError,3.5.4,1851
atarashansky/self-assembling-manifold,tutorial/SAM_Batch/schisto_batch_correction.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.10,1062
atarashansky/self-assembling-manifold,tutorial/quickstart_guide.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.10,1062
auduno/deepdraw,deepdraw.ipynb,ImportError,ImportError,2.7.6,1401
auduno/deepdraw,filter_visualizations/visualize-GoogLeNet-filters.ipynb,ImportError,ImportError,2.7.6,1401
auduno/deepdraw,filter_visualizations/visualize-VGGS-filters.ipynb,ImportError,ImportError,2.7.6,1401
auduno/deepdraw,other/deepdraw_clipping_mask.ipynb,ImportError,ImportError,2.7.6,1401
auduno/deepdraw,other/deepdraw_mixing_classes.ipynb,ImportError,ImportError,2.7.6,1401
auduno/deepdraw,other/deepdraw_path.ipynb,ImportError,ImportError,2.7.6,1401
awbrooks19/microbiota_and_ethnicity,Fig_2/Fig_2_Alpha/Figure_2_Alpha_AGP/22_4_alpha_kruskal_wallis/22_2_alpha_kruskall_wallis.ipynb,ImportError,ImportError,2.7.10,1511
awbrooks19/microbiota_and_ethnicity,Fig_4/Previous/notebook_ag2.ipynb,ImportError,ImportError,3.5.2,1511
awbrooks19/microbiota_and_ethnicity,Fig_4/brooks_nb_taxa_boxplots.ipynb,ImportError,ImportError,3.5.2,1511
awbrooks19/microbiota_and_ethnicity,Fig_5/Brooks_Notebook_Christensenellaceae.ipynb,ImportError,ImportError,3.5.2,1511
awbrooks19/microbiota_and_ethnicity,Fig_5/Fig_4_Christensenellaceae/biom_analysis.ipynb,ImportError,ImportError,2.7.12,1511
awbrooks19/microbiota_and_ethnicity,Supplementary_Fig_3/Brooks_Notebook.ipynb,ImportError,ImportError,3.5.2,1511
awbrooks19/microbiota_and_ethnicity,Supplementary_Fig_3/biom_analysis.ipynb,ImportError,ImportError,2.7.12,1511
awbrooks19/microbiota_and_ethnicity,Supplementary_Table_2/Supplementary_Table_2D_BioEnv/Brooks_Notebook_BioEnv.ipynb,ImportError,ImportError,3.5.2,1511
awbrooks19/microbiota_and_ethnicity,Supplementary_Table_3/Figure_2_Alpha_AGP/22_4_alpha_kruskal_wallis/22_2_alpha_kruskall_wallis.ipynb,ImportError,ImportError,2.7.10,1511
awbrooks19/microbiota_and_ethnicity,Supplementary_Table_3/Figure_2_Alpha_AGP/Brooks_Notebook_ANOSIM.ipynb,ImportError,ImportError,3.5.2,1511
awbrooks19/microbiota_and_ethnicity,Supplementary_Table_4/Brooks_Notebook_BetaIntraInter.ipynb,ImportError,ImportError,3.5.2,1511
awbrooks19/microbiota_and_ethnicity,Supplementary_Table_5/Kruskal_Wallis_Permutation_Analysis/brooks_nb_randomize_ethnicity.ipynb,ImportError,ImportError,3.5.2,1511
awbrooks19/microbiota_and_ethnicity,Supplementary_Table_5/Kruskal_Wallis_Permutation_Analysis/raw_data/hmp/brooks_nb_template.ipynb,ImportError,ImportError,3.5.2,1511
awbrooks19/microbiota_and_ethnicity,Supplementary_Table_6/Brooks_Taxa_Regression.ipynb,ImportError,ImportError,3.5.2,1511
awbrooks19/microbiota_and_ethnicity,Supplementary_Table_6/Brooks_Taxa_Regression_Presence_Absence.ipynb,ImportError,ImportError,3.5.2,1511
awbrooks19/microbiota_and_ethnicity,Supplementary_Table_7/1_1_Superpopulation_Fst.ipynb,ImportError,ImportError,3.5.2,1511
banilo/inf_vs_pred_2020,infpred_appl_classif.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.4,406
banilo/inf_vs_pred_2020,infpred_appl_regr.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.4,406
basantab/NTF2Gen,BeNTF2seq/fit_PSSM_model/analyse_models_TF.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.6,281
basantab/NTF2Gen,BeNTF2seq/molten_globule_model/MGM_pub.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.5,281
bcgsc/tasrkleat-TCGA-analysis-scripts,analysis-notebooks/CS-postprocessing/cleanup-all-cba.KLEAT.ipynb,ImportError,ImportError,3.5.3,1612
bcgsc/tasrkleat-TCGA-analysis-scripts,analysis-notebooks/CS-postprocessing/hexamer-research.ipynb,ImportError,ImportError,3.5.3,1612
bcgsc/tasrkleat-TCGA-analysis-scripts,analysis-notebooks/core/map-clv2sc-based-on-annotation-for-114-genes.ipynb,ImportError,ImportError,3.5.3,1612
bcgsc/tasrkleat-TCGA-analysis-scripts,analysis-notebooks/core/relatedness-of-candidate-gene-to-cancer-according-to-cosmic-FMOU-mutations.ipynb,ImportError,ImportError,3.5.3,1612
bcgsc/tasrkleat-TCGA-analysis-scripts,analysis-notebooks/core/relatedness-of-candidate-gene-to-cancer-according-to-num-cosmic-mutations.ipynb,ImportError,ImportError,3.5.3,1612
bcgsc/tasrkleat-TCGA-analysis-scripts,analysis-notebooks/misc/GTF-analysis-general-properties.ipynb,ImportError,ImportError,3.5.3,1612
bcgsc/tasrkleat-TCGA-analysis-scripts,analysis-notebooks/misc/GTF-analysis-map-clv2sc-based-on-annotation-for-all-genes.ipynb,ImportError,ImportError,3.5.3,1612
bcgsc/tasrkleat-TCGA-analysis-scripts,analysis-notebooks/misc/GTF-analysis-of-overlapped-genes.ipynb,ImportError,ImportError,3.5.3,1612
bcgsc/tasrkleat-TCGA-analysis-scripts,analysis-notebooks/misc/GTF-analysis-of-relationship-between-CS-and-stop-codons.ipynb,ImportError,ImportError,3.5.3,1612
bcgsc/tasrkleat-TCGA-analysis-scripts,analysis-notebooks/misc/GTF-analysis-of-target-genes.ipynb,ImportError,ImportError,3.5.3,1612
bcgsc/tasrkleat-TCGA-analysis-scripts,analysis-notebooks/misc/plot-normal-tumour-samples-similar-sequencing-depth.ipynb,ImportError,ImportError,3.5.3,1612
bcgsc/tasrkleat-TCGA-analysis-scripts,analysis-notebooks/misc/simple-analysis-of-multi-transcript-problem.ipynb,ImportError,ImportError,3.5.3,1612
bcgsc/tasrkleat-TCGA-analysis-scripts,analysis-notebooks/misc/single-linkage-clustering-cutoff-analysis.ipynb,ImportError,ImportError,3.5.3,1612
bcgsc/tasrkleat-TCGA-analysis-scripts,utrtargets/targets-for-tasrkleat/summary.ipynb,ImportError,ImportError,2.7.12,1612
berenslab/spikefinder_analysis,algorithms/team 2/Chenkov-McColgan model.ipynb,ImportError,ImportError,2.7.12,1683
berenslab/spikefinder_analysis,algorithms/team 3/DataPrep.ipynb,ImportError,ImportError,3.5.2,1683
berenslab/spikefinder_analysis,algorithms/team 3/Example_run.ipynb,ImportError,ImportError,3.5.2,1683
berenslab/spikefinder_analysis,algorithms/team 3/SpikefinderSubmission.ipynb,ImportError,ImportError,3.5.2,1683
berenslab/spikefinder_analysis,algorithms/team 6/Team 6 - Friedrich and Paninski.ipynb,ImportError,ImportError,2.7.13,1683
betanalpha/jupyter_case_studies,principled_bayesian_workflow/principled_bayesian_workflow.ipynb,ImportError,ImportError,2.7.12,1502
betanalpha/jupyter_case_studies,pystan_workflow/pystan_workflow.ipynb,ImportError,ImportError,2.7.12,1502
bhargavchippada/forceatlas2,examples/forceatlas2-layout.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.8,317
biocore/dsfdr,demo/dsFDR_tutorial_new.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.7,1853
bioinfohk/GC_TE,GC_softmasked_genomesFISH.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,915
blab/h5n1-cambodia,figures/figure-2c-Tajimas-D.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,885
blab/h5n1-cambodia,figures/figure-3-nucleotide-diversity.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,885
blab/h5n1-cambodia,figures/figure-4-SNP-functional-annotation.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,885
blab/h5n1-cambodia,figures/figure-5b-shared-sites-permutation-test.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,885
blab/h5n1-cambodia,figures/figure-6-quantifying-host-transitions.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,885
blab/h5n1-cambodia,figures/supplementary-figure-1-coverage-plots.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,885
blab/seasonal-cov-adaptive-evolution,antigenic_evolution/tmrca.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.10,93
blab/seasonal-cov-adaptive-evolution,data-wrangling/make_gene_referencefiles.ipynb,ImportError,ImportError,3.6.10,93
blab/seasonal-cov-adaptive-evolution,data-wrangling/make_rdrp_references.ipynb,ImportError,ImportError,3.6.10,93
blab/seasonal-cov-adaptive-evolution,data-wrangling/postdownload_formatting_for_rerun.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.10,93
blab/seasonal-cov-adaptive-evolution,oc43/separate_lineages/separate_lineage_fastas.ipynb,ImportError,ImportError,3.6.10,93
blondegeek/ferroelectric_search_site,example_notebooks/nonpolar-polar_structure_pairs_for_SIMPLE_group_subgroup_relations_not_isotropy.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.6,815
blondegeek/ferroelectric_search_site,ipynb_create_web/create_table_data_csv.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.8,815
breno-madruga/dib-covid-dataset,notebooks/collect/Collect_PubMed.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.10-final,323
breno-madruga/dib-covid-dataset,notebooks/collect/Collect_arXiv.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.10-final,323
breno-madruga/dib-covid-dataset,notebooks/preprocess/Preprocess_PubMed.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.8.5-final,323
breno-madruga/dib-covid-dataset,notebooks/preprocess/Preprocess_Scopus.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.8.5-final,323
breno-madruga/dib-covid-dataset,notebooks/preprocess/Preprocess_arXiv.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.8.5-final,323
breno-madruga/dib-covid-dataset,notebooks/preprocess/Preprocess_bioRxiv.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.8.5-final,323
brian-team/brian2_paper_examples,example_appendix_multicompartment_model.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.7,1123
brianyiktaktsui/Skymap,NLP_spacy/Untitled.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.4,1457
brianyiktaktsui/Skymap,NLP_spacy/Untitled1.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.4,1457
brianyiktaktsui/Skymap,Pipelines/RNAseq/merge/mergeAll.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.6,1457
brianyiktaktsui/Skymap,Pipelines/RNAseq/merge/upload.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.5,1457
brianyiktaktsui/Skymap,Pipelines/RNAseq/merge/upload_synapse.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.5,1457
brianyiktaktsui/Skymap,Pipelines/Update_SRA_meta_data/upload_AWS.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.5,1457
brianyiktaktsui/Skymap,Pipelines/snp/Merge/upload_AWS.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.5,1457
brianyiktaktsui/Skymap,Pipelines/snp/SmallVarianIndex/sliceVariants.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.6,1457
brianyiktaktsui/Skymap,Skymap_legacy-master/jupyter-notebooks/clean_notebooks/TemporalQuery_V4_all_clean.ipynb,ImportError,ImportError,2.7.14,1457
brianyiktaktsui/Skymap,XGS_WGS/CheckFASTA.ipynb,ImportError,ImportError,2.7.14,1457
brianyiktaktsui/Skymap,XGS_WGS/pyLiftOver.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.5,1457
brianyiktaktsui/Skymap,jupyter-notebooks/clean_notebooks/TemporalQuery_V4_all_clean.ipynb,ImportError,ImportError,2.7.14,1457
briney/grp_paper,data_processing/01_deduplication.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.4,289
briney/grp_paper,data_processing/02_clonotype-and-sequence-counting.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.4,289
briney/grp_paper,data_processing/03_downsampling.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.4,289
briney/grp_paper,data_processing/07_probabilistic-recombination-model.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.4,289
briney/grp_paper,make_figures/02_morisita-horn_similarity.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.4,289
briney/grp_paper,make_figures/03_repertoire-classification.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.4,289
briney/grp_paper,make_figures/05_rarefaction.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.4,289
briney/grp_paper,make_figures/08_shared-clonotype-frequency.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.4,289
briney/grp_paper,make_figures/09_shared-clonotype-properties.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.4,289
briney/grp_paper,make_figures/10_model-interpretation.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.7,289
brouhardlab/Kappa,Analysis/Notebooks/Fit Examples/Fit Examples.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,1537
brouhardlab/Kappa,Analysis/Notebooks/Sine Curve Dataset/2_Measure_Curvature.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.7,1537
brouhardlab/Kappa,Analysis/Notebooks/Spiral Dataset/2_Measure_Curvature.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.7,1537
brouhardlab/Kappa,Analysis/Notebooks/Spiral Dataset/Explore Spiral Curvature Variability.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.7,1537
brunocuevas/exploring_prup3_landscapes,notebooks/prob_covar.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.3,1365
c-leber/ORCA,ORCA.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.5,587
caimiao0714/optimization_stats_case_study,02Statistical_modeling.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.7,834
caporaso-lab/autism-fmt1,16S/alpha-diversity-comparisons.ipynb,ImportError,ImportError,3.5.0,1339
caporaso-lab/autism-fmt1,16S/alpha-diversity-table.ipynb,ImportError,ImportError,3.5.1,1339
caporaso-lab/autism-fmt1,16S/engraftment.ipynb,ImportError,ImportError,3.5.1,1339
caporaso-lab/autism-fmt1,16S/taxonomy-engraftment.ipynb,ImportError,ImportError,3.5.1,1339
caporaso-lab/autism-fmt1,16S/taxonomy.ipynb,ImportError,ImportError,3.5.1,1339
caporaso-lab/tax-credit-data,ipynb/cross-validated/evaluate-classification-naive-bayes.ipynb,ImportError,ImportError,3.5.3,1686
caporaso-lab/tax-credit-data,ipynb/mock-community/evaluate-classification-accuracy-naive-bayes-only.ipynb,ImportError,ImportError,3.5.3,1686
caporaso-lab/tax-credit-data,ipynb/mock-community/evaluate-classification-accuracy-nb-extra.ipynb,ImportError,ImportError,3.5.3,1686
caporaso-lab/tax-credit-data,ipynb/mock-community/evaluate-classification-accuracy.ipynb,ImportError,ImportError,3.5.5,1686
caporaso-lab/tax-credit-data,ipynb/mock-community/find-expected-gapless.ipynb,ImportError,ImportError,3.5.2,1686
caporaso-lab/tax-credit-data,ipynb/mock-community/format-reference-databases.ipynb,ImportError,ImportError,3.5.4,1686
caporaso-lab/tax-credit-data,ipynb/mock-community/taxonomy-assignment-blast+.ipynb,ImportError,ImportError,3.5.2,1686
caporaso-lab/tax-credit-data,ipynb/mock-community/taxonomy-assignment-naive-bayes-commands.ipynb,ImportError,ImportError,3.5.3,1686
caporaso-lab/tax-credit-data,ipynb/mock-community/taxonomy-assignment-nb-extra-commands.ipynb,ImportError,ImportError,3.5.3,1686
caporaso-lab/tax-credit-data,ipynb/mock-community/taxonomy-assignment-qiime1.ipynb,ImportError,ImportError,3.5.3,1686
caporaso-lab/tax-credit-data,ipynb/mock-community/taxonomy-assignment-sepp.ipynb,ImportError,ImportError,3.5.5,1686
caporaso-lab/tax-credit-data,ipynb/mock-community/taxonomy-assignment-template.ipynb,ImportError,ImportError,3.5.3,1686
caporaso-lab/tax-credit-data,ipynb/mock-community/taxonomy-assignment-vsearch.ipynb,ImportError,ImportError,3.5.2,1686
caporaso-lab/tax-credit-data,ipynb/novel-taxa/dataset-generation.ipynb,ImportError,ImportError,3.5.3,1686
caporaso-lab/tax-credit-data,ipynb/novel-taxa/evaluate-classification-naive-bayes.ipynb,ImportError,ImportError,3.5.3,1686
caporaso-lab/tax-credit-data,ipynb/novel-taxa/evaluate-classification.ipynb,ImportError,ImportError,3.5.5,1686
caporaso-lab/tax-credit-data,ipynb/runtime/analysis.ipynb,ImportError,ImportError,3.5.3,1686
caporaso-lab/tax-credit-data,ipynb/runtime/compute-runtimes.ipynb,ImportError,ImportError,3.5.3,1686
caporaso-lab/tax-credit-data,ipynb/simulated-community/dataset-generation.ipynb,ImportError,ImportError,3.5.2,1686
caporaso-lab/tax-credit-data,ipynb/simulated-community/evaluate-classification-accuracy.ipynb,ImportError,ImportError,3.5.3,1686
caporaso-lab/tax-credit-data,ipynb/simulated-community/taxonomy-assignment.ipynb,ImportError,ImportError,3.5.3,1686
chembl/mychembl,ipython_notebooks/01_myChEMBL_introduction.ipynb,ImportError,ImportError,2.7.11,2004
chembl/mychembl,ipython_notebooks/02_myChEMBL_RDKit_tutorial.ipynb,ImportError,ImportError,2.7.11,2004
chembl/mychembl,ipython_notebooks/03_myChEMBL_predict_targets.ipynb,ImportError,ImportError,2.7.11,2004
chembl/mychembl,ipython_notebooks/05_myChEMBL_mds_tutorial.ipynb,ImportError,ImportError,2.7.11,2004
chembl/mychembl,ipython_notebooks/06_myChEMBL_differences_with_ChEMBL.ipynb,ImportError,ImportError,2.7.11,2004
chembl/mychembl,ipython_notebooks/07_myChEMBL_Beaker.ipynb,ImportError,ImportError,2.7.11,2004
chembl/mychembl,ipython_notebooks/08_myChEMBL_Django_ORM.ipynb,ImportError,ImportError,2.7.11,2004
chembl/mychembl,ipython_notebooks/09_myChEMBL_web_services.ipynb,ImportError,ImportError,2.7.11,2004
chembl/mychembl,ipython_notebooks/10_myChEMBL_machine_learning.ipynb,ImportError,ImportError,2.7.11,2004
chembl/mychembl,ipython_notebooks/11_myChEMBL_SureChEMBL_tutorial_1.ipynb,ImportError,ImportError,2.7.11,2004
chembl/mychembl,ipython_notebooks/12_myChEMBL_SureChEMBL_tutorial_2.ipynb,ImportError,ImportError,2.7.11,2004
chembl/mychembl,ipython_notebooks/14_myChEMBL_BLAST_and_druggability.ipynb,ImportError,ImportError,2.7.11,2004
chembl/mychembl,ipython_notebooks/15_Unichem.ipynb,ImportError,ImportError,2.7.11,2004
chembl/mychembl,ipython_notebooks/TG_GATES_WS.ipynb,ImportError,ImportError,3.5.2,2004
chembl/mychembl,ipython_notebooks/aspirin_neighbours.ipynb,ImportError,ImportError,2.7.13,2004
choderalab/openmm-forcefields,openmmforcefields/data/minidrugbank/Filter unspecified stereochemistry.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,1276
chuckpr/BvP_manuscript_figures,figures_and_stats/adonis.ipynb,ImportError,ImportError,2.7.9,2109
chuckpr/BvP_manuscript_figures,figures_and_stats/deseq-HighCP.ipynb,ImportError,ImportError,2.7.9,2109
chuckpr/BvP_manuscript_figures,figures_and_stats/l2fc_figs.ipynb,ImportError,ImportError,2.7.9,2109
chuckpr/BvP_manuscript_figures,figures_and_stats/ordination_BP.ipynb,ImportError,ImportError,2.7.9,2109
chuckpr/BvP_manuscript_figures,figures_and_stats/rarefaction_curves.ipynb,ImportError,ImportError,2.7.9,2109
chuckpr/BvP_manuscript_figures,sequence_QC_A.ipynb,ImportError,ImportError,2.7.9,2109
chuckpr/BvP_manuscript_figures,sequence_QC_B.ipynb,ImportError,ImportError,2.7.9,2109
colomoto/colomoto-docker,tutorials/CellCollective/CellCollective - Knowledge Base.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.4,1621
colomoto/colomoto-docker,tutorials/MaBoSS/Toy Example.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.4,1621
colomoto/colomoto-docker,tutorials/NuSMV/NuSMV with GINsim.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.4,1621
colomoto/colomoto-docker,tutorials/Pint/quick-tutorial.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.4,1621
colomoto/colomoto-docker,"tutorials/R-BoolNet/Random BN generation, loading with biolqm or minibn.ipynb",ModuleNotFoundError,ModuleNotFoundError,3.7.3,1621
colomoto/colomoto-docker,tutorials/bioLQM/Fixpoints (interactive).ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.6,1621
colomoto/colomoto-docker,tutorials/bioLQM/bioLQM_tutorial.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.6,1621
colomoto/colomoto-docker,tutorials/minibn/Model creation and edition with minibn.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.6,1621
coskunlab/Ion-Beam-Tomography,P3 DeepLearning-IBT/projection/deepIBTbrdu.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.4,19
coskunlab/Ion-Beam-Tomography,P3 DeepLearning-IBT/projection/deepIBTfluo.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.4,19
coskunlab/Ion-Beam-Tomography,P3 DeepLearning-IBT/projection/deepIBTidu.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.4,19
coskunlab/Ion-Beam-Tomography,P3 DeepLearning-IBT/projection/deepIBTsi.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.4,19
coskunlab/Ion-Beam-Tomography,P4 3DSpatialClustering-IBT/MainCodeEditedFiveGTCell11.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.4,19
coskunlab/Spatially-resolved-3D-metabolomic-profiling,Isotope Final Code.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.4,30
csbl/Jenior_RIPTiDe_2020,notebooks/simple model creation.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.5,483
ctboughter/AIMS,app_data/adimab_data/GetCDRs_AA.ipynb,ImportError,ImportError,3.6.8,154
ctboughter/AIMS,notebooks/AIMS_notebook.ipynb,ImportError,ImportError,3.6.10,154
ctboughter/AIMS,notebooks/make_pretty_alignments.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.6,154
d-bcarrue/NanoDrugsMalaria,BaselinePipeline.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.1,663
d-bcarrue/NanoDrugsMalaria,SHAP_test.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.8.3,663
danforthcenter/plantcv-v2-paper,image-analysis-scripts/figure.2and3.multiplant.watershed/plantcv-multi-plant-phenotyping.ipynb,ImportError,ImportError,2.7.13,1815
danshea/IntroMap,IntroMap.ipynb,ImportError,ImportError,2.7.13,1814
danshea/IntroMap,makeSimulatedHybrids.ipynb,ImportError,ImportError,2.7.13,1814
datarail/datarail,datarail/examples/Merge columbus output with plate and well level metadata files.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.5,1178
datarail/datarail,datarail/examples/create_layout_2_cell_lines.ipynb,ImportError,ImportError,3.6.5,1178
datarail/datarail,datarail/examples/create_plate_layout_combination_experiments.ipynb,ImportError,ImportError,3.6.5,1178
davenquinn/Attitude,docs/example-notebooks/Plotting-Interactive.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.4,1127
deep-diver/Soccer-Ball-Detection-YOLOv2,YOLOv2-Train.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.9,9
deepchem/deepchem,contrib/dragonn/GTC_workshop_tutorial.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.2,350
deepchem/deepchem,examples/tutorials/19_Large_Scale_Chemical_Screens.ipynb,ImportError,ImportError,3.6.10,350
deepchem/deepchem,examples/tutorials/21_Introduction_to_Bioinformatics.ipynb,ImportError,ImportError,3.6.10,350
delton137/Machine-Learning-Energetic-Molecules-Notebooks,notebooks/Huang_Massa_compare_featurizations.ipynb,ImportError,ImportError,3.5.4,1653
delton137/Machine-Learning-Energetic-Molecules-Notebooks,notebooks/Huang_Massa_fingerprint_testing.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.4,1653
delton137/Machine-Learning-Energetic-Molecules-Notebooks,notebooks/Huang_Massa_residual_analysis.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.4,1653
delton137/Machine-Learning-Energetic-Molecules-Notebooks,notebooks/Huang_Massa_test_everything.ipynb,ImportError,ImportError,3.5.4,1653
delton137/Machine-Learning-Energetic-Molecules-Notebooks,notebooks/Learning_curves.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.1,1653
delton137/Machine-Learning-Energetic-Molecules-Notebooks,notebooks/generate Coloumb matrices.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.1,1653
demotu/BMC,notebooks/PredictionEllipseEllipsoid.ipynb,ImportError,ImportError,3.6.8,1056
demotu/BMC,notebooks/Propagation of uncertainty.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.6.4,1056
demotu/BMC,notebooks/read_c3d.ipynb,ModuleNotFoundError,ModuleNotFoundError,3.7.3,1056
